time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57617	18.8389	4.92595	3.80291	0.481841	radar	6258.1	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40556	18.707	4.87224	3.82636	0.482761	lidar	14019.2	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23479	18.5637	4.77798	3.84474	0.465075	radar	5936.22	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12356	18.41	4.65904	3.88989	0.496321	lidar	13466.1	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.93133	18.2364	4.86463	3.92592	0.535632	radar	6244.93	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65059	18.0947	5.01437	3.90266	0.467327	lidar	12796.6	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49565	17.946	4.8656	3.91671	0.440719	radar	5735.3	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.2545	17.7792	4.97108	3.91159	0.403317	lidar	12154.6	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06747	17.5948	5.07614	3.94017	0.428718	radar	5915.05	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.8939	17.4768	5.00949	3.94207	0.406324	lidar	12199.3	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74761	17.2594	5.10453	3.99457	0.465769	radar	5538.47	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57111	17.0701	5.11684	4.01239	0.458637	lidar	11166.2	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41091	16.907	4.94816	4.01429	0.411708	radar	5457.62	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24952	16.7356	4.93373	4.02775	0.403263	lidar	10795.1	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07293	16.54	4.90476	4.03357	0.373117	radar	5283.89	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9175	16.3097	4.95283	4.0614	0.383279	lidar	9842.13	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76545	16.1344	4.87025	4.06714	0.3568	radar	5337.73	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55332	15.9679	4.93023	4.04932	0.310326	lidar	9761.81	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42242	15.7343	5.05723	4.09443	0.366567	radar	5159.9	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24609	15.5139	5.11724	4.10281	0.352513	lidar	8961.33	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08569	15.322	5.08348	4.1059	0.328721	radar	5242.71	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.864233	15.1007	5.20347	4.09178	0.287107	lidar	8445.54	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.719556	14.9225	5.0784	4.09178	0.256037	radar	5079.43	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.633507	14.7109	5.00244	4.13132	0.291369	lidar	8113.78	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.517059	14.4676	5.10795	4.17046	0.336547	radar	4858.83	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.33879	14.2429	5.17814	4.16756	0.309917	lidar	7551.45	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.203448	13.9877	5.34858	4.20075	0.351466	radar	4962.74	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.216828	13.7395	5.18809	4.28372	0.438711	lidar	7019.11	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.107559	13.4959	5.25888	4.30878	0.448957	radar	4800.67	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0661253	13.26	5.33149	4.29676	0.402131	lidar	6607.36	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.184695	13.0448	5.20414	4.29808	0.365087	radar	4697.95	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.164623	12.8244	5.04937	4.37006	0.439678	lidar	6261.38	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.278147	12.6008	4.95135	4.36919	0.39848	radar	4559.06	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.40196	12.3669	4.99185	4.36867	0.370324	lidar	5732.26	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.522246	12.1597	4.93651	4.36114	0.330512	radar	4696.04	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.596976	11.9452	4.90331	4.3792	0.333433	lidar	5440.64	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.723176	11.716	4.92028	4.37019	0.295995	radar	4574.43	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.936034	11.4692	5.05693	4.32108	0.2083	lidar	4912.08	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03585	11.2456	4.95311	4.31902	0.17827	radar	4289.08	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22214	11.0185	5.03827	4.28207	0.117006	lidar	4633.92	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30121	10.7696	5.14825	4.31491	0.169964	radar	4470.87	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.43527	10.513	5.21432	4.30889	0.150205	lidar	4145.64	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.53032	10.2463	5.31599	4.33038	0.179045	radar	4385.3	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61994	10.0382	5.24823	4.33848	0.17927	lidar	4018.88	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7074	9.80989	5.18315	4.3456	0.172043	radar	4308.31	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77321	9.59344	5.11616	4.36353	0.185274	lidar	3642.91	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89393	9.33624	5.23924	4.36439	0.183136	radar	4486.82	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97744	9.03919	5.31335	4.38175	0.192187	lidar	3017.46	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05949	8.81992	5.19374	4.38213	0.169462	radar	4270.07	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15513	8.56772	5.21703	4.3855	0.162393	lidar	2906.05	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29311	8.30846	5.29022	4.36826	0.127206	radar	4480.37	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32598	8.08165	5.19714	4.39864	0.160081	lidar	2670.57	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37812	7.87472	5.08647	4.41347	0.167467	radar	4283.26	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49803	7.62074	5.15221	4.40125	0.139595	lidar	2413.85	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66604	7.38334	5.13848	4.35267	0.0458305	radar	4558.82	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77252	7.12766	5.18133	4.34881	0.0371166	lidar	2157.63	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8259	6.89561	5.17211	4.3763	0.0849159	radar	4458.45	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85415	6.69808	5.02901	4.40214	0.114316	lidar	2045.97	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90342	6.48564	4.87428	4.40637	0.0943657	radar	4247.03	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95763	6.25296	4.85361	4.41979	0.105635	lidar	1766.69	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08356	5.99946	4.97829	4.40411	0.0832398	radar	4761.25	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17562	5.71874	5.07397	4.40398	0.0759463	lidar	1520.68	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28748	5.47026	5.06318	4.37926	0.0178696	radar	4678.81	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39147	5.20443	5.13672	4.37272	0.00749689	lidar	1412.71	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45577	4.95919	5.14677	4.39052	0.0419539	radar	4883.61	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58232	4.66999	5.28795	4.37684	0.0215428	lidar	1272.51	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69354	4.41462	5.28466	4.35436	-0.0311745	radar	5072.83	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83756	4.13362	5.41708	4.33503	-0.0524606	lidar	1208.27	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91012	3.89631	5.37976	4.35449	-0.00401794	radar	5458.68	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97638	3.67151	5.28766	4.36193	0.00394319	lidar	1086.37	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06942	3.47644	5.16048	4.3454	-0.0350017	radar	5528.75	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16079	3.23283	5.16494	4.34452	-0.033983	lidar	1030.06	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27882	2.97368	5.22779	4.32826	-0.0648244	radar	6056.69	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37303	2.69397	5.30387	4.33142	-0.0562623	lidar	941.202	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45689	2.44607	5.29097	4.34045	-0.0307339	radar	6428.15	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56488	2.17512	5.36129	4.33893	-0.0286845	lidar	958.078	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67236	1.94819	5.32807	4.31095	-0.0985868	radar	6696.75	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79326	1.66498	5.43573	4.3078	-0.0923532	lidar	973.886	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91604	1.41415	5.46573	4.29194	-0.117642	radar	7462.64	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97147	1.19295	5.33534	4.2969	-0.111784	lidar	874.368	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06221	0.988019	5.21483	4.29415	-0.102313	radar	7788.58	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12005	0.765616	5.12623	4.2993	-0.0953276	lidar	905.663	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.2183	0.455202	5.30972	4.30873	-0.0794767	radar	8738.01	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29193	0.219604	5.25958	4.31168	-0.0739062	lidar	983.638	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40061	-0.00994839	5.19714	4.31537	-0.0432817	radar	402.53	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46966	-0.243765	5.1559	4.32103	-0.0359096	lidar	1052.29	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58956	-0.410156	5.0389	4.28833	-0.0916316	radar	8783.99	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72452	-0.585121	4.94953	4.25923	-0.127777	lidar	1288.12	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84119	-0.819005	5.07138	4.23648	-0.177409	radar	8489.15	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93812	-1.10285	5.17678	4.25145	-0.14031	lidar	1355.05	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02637	-1.38156	5.25005	4.26802	-0.104432	radar	7994.76	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16621	-1.5858	5.20534	4.24412	-0.131718	lidar	1557.37	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31071	-1.83079	5.37198	4.21501	-0.189656	radar	8111.66	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41899	-2.08855	5.40083	4.21956	-0.169202	lidar	1675.92	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5697	-2.28461	5.29985	4.19505	-0.186253	radar	8194.08	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72152	-2.4916	5.27162	4.17161	-0.206887	lidar	1950.49	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87785	-2.70196	5.26425	4.14905	-0.225249	radar	8063.97	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96835	-2.9833	5.33458	4.17522	-0.170443	lidar	2093.14	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09598	-3.20537	5.26624	4.1727	-0.154708	radar	7809.42	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22109	-3.39259	5.19153	4.15567	-0.170812	lidar	2298.16	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36633	-3.64705	5.25123	4.15705	-0.153367	radar	7742	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52831	-3.76703	5.09416	4.1061	-0.219505	lidar	2555.57	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67412	-3.97519	5.12544	4.09286	-0.226366	radar	7822.65	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.8267	-4.21034	5.17275	4.09018	-0.212628	lidar	3019.52	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97778	-4.42946	5.1778	4.08395	-0.204751	radar	7827.98	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13754	-4.67523	5.2423	4.08458	-0.187463	lidar	3398.61	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27586	-4.87328	5.0838	4.0842	-0.163102	radar	7881.99	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40438	-5.09332	5.08935	4.0892	-0.144599	lidar	3582.03	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55324	-5.24925	4.94	4.06828	-0.158826	radar	8038.71	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74123	-5.44808	4.97691	4.04675	-0.176705	lidar	4120.36	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90221	-5.64313	4.98127	4.03558	-0.179652	radar	8038.43	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0562	-5.82894	4.96833	4.02475	-0.18251	lidar	4321.89	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19708	-5.9753	4.82502	4.00812	-0.190319	radar	8076.21	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37368	-6.06699	4.71419	3.95691	-0.250275	lidar	4518.23	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5527	-6.24898	4.77961	3.94171	-0.254901	radar	8287.44	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68643	-6.46763	4.81154	3.96019	-0.21131	lidar	5087.87	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91489	-6.62618	4.9531	3.91655	-0.261281	radar	8730.92	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1184	-6.79608	4.97746	3.89322	-0.274794	lidar	5671.02	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3062	-6.95565	5.01074	3.87325	-0.284909	radar	8488.83	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.537	-7.14532	5.08807	3.8531	-0.291353	lidar	6336.38	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7463	-7.28175	5.08308	3.82119	-0.315838	radar	8794.58	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9945	-7.45064	5.15347	3.79274	-0.331648	lidar	6871.2	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1836	-7.58484	5.05178	3.77345	-0.335366	radar	8754.63	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3265	-7.74587	4.99102	3.78303	-0.300654	lidar	6826.26	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5229	-7.86823	4.94003	3.75861	-0.313801	radar	8952.17	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6992	-7.97244	4.87008	3.73541	-0.325218	lidar	7277.35	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8912	-8.08092	4.73558	3.71054	-0.337446	radar	9131.72	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1029	-8.17068	4.7172	3.67423	-0.364036	lidar	7935.28	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.336	-8.29943	4.92274	3.65461	-0.363296	radar	9421.17	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5383	-8.38261	4.87479	3.6243	-0.380426	lidar	8347	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7428	-8.4642	4.74173	3.59302	-0.399781	radar	9511.99	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.023	-8.55643	4.8306	3.54994	-0.429602	lidar	9429.13	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2786	-8.65399	4.95504	3.52391	-0.432241	radar	10023.5	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4982	-8.70379	4.91304	3.48623	-0.454509	lidar	9476.99	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7118	-8.73919	4.74349	3.44098	-0.49177	radar	9955.42	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9327	-8.85915	4.76169	3.44369	-0.454883	lidar	10380.3	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1934	-8.9474	4.96774	3.43053	-0.432975	radar	10350.6	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4136	-9.07065	4.96234	3.44023	-0.391122	lidar	10970.4	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6413	-9.14123	4.90184	3.42068	-0.393854	radar	10332.5	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9332	-9.13508	4.96745	3.35401	-0.455982	lidar	11573.9	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1953	-9.20606	5.00904	3.33834	-0.445959	radar	10843.5	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4582	-9.3328	5.05918	3.35291	-0.396648	lidar	12634.5	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6968	-9.36256	4.92312	3.31722	-0.427286	radar	11005.6	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.951	-9.45293	4.95309	3.3188	-0.396732	lidar	13153.4	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2004	-9.46269	4.90293	3.27879	-0.428406	radar	11386.9	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4507	-9.45424	4.91095	3.23668	-0.455738	lidar	13402.3	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6624	-9.45888	4.81848	3.20786	-0.467817	radar	11076.9	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9497	-9.43823	4.89973	3.16128	-0.49802	lidar	14312.8	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2022	-9.50187	4.97496	3.17307	-0.441079	radar	11511.5	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4634	-9.52077	4.99668	3.1566	-0.433745	lidar	14971.5	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7202	-9.51049	4.9632	3.12403	-0.454303	radar	12152.8	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9758	-9.47555	4.98238	3.08682	-0.473218	lidar	15431.1	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2175	-9.4395	4.92663	3.04872	-0.499594	radar	12259.5	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.408	-9.49621	4.80744	3.06886	-0.44106	lidar	15971.9	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6434	-9.48766	4.85659	3.05905	-0.416399	radar	12222.1	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.894	-9.4761	4.86947	3.04333	-0.409798	lidar	16850.2	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1232	-9.44012	4.88715	3.0226	-0.404393	radar	12489.5	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3777	-9.30794	4.95003	2.95174	-0.470189	lidar	17052.4	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.61	-9.2315	4.89114	2.90779	-0.507352	radar	13024.3	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.868	-9.09832	4.96793	2.84594	-0.554317	lidar	17804.4	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1093	-8.99102	5.00843	2.80465	-0.568954	radar	13489.6	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2584	-9.15581	4.68387	2.8955	-0.418137	lidar	18653.2	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4964	-9.1196	4.72299	2.89053	-0.391454	radar	13396.5	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7224	-9.01398	4.75188	2.8494	-0.41898	lidar	18956.5	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9653	-8.934	4.7712	2.82235	-0.430465	radar	14052.8	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1594	-8.86659	4.70975	2.80436	-0.425644	lidar	19470.8	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3921	-8.78195	4.7096	2.77798	-0.437808	radar	14216.6	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5791	-8.76385	4.59824	2.78697	-0.398081	lidar	20250.2	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7649	-8.63145	4.48456	2.72469	-0.476031	radar	14350.2	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9681	-8.54866	4.47474	2.70599	-0.469542	lidar	20839.1	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1781	-8.4462	4.54666	2.68969	-0.447085	radar	14478.4	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4166	-8.33477	4.61544	2.66619	-0.448936	lidar	21706.3	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6046	-8.22605	4.56611	2.63707	-0.464011	radar	14483.1	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8612	-7.95007	4.83665	2.54433	-0.551553	lidar	21986.4	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0517	-7.79875	4.77551	2.49324	-0.605901	radar	15040.8	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2853	-7.60906	4.90032	2.45096	-0.620409	lidar	22772.4	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4886	-7.46689	4.96239	2.4475	-0.559916	radar	15271.1	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6504	-7.33134	4.8872	2.42554	-0.552994	lidar	22746.7	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8446	-7.16521	4.93103	2.4047	-0.535536	radar	15638.1	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9971	-7.09274	4.7515	2.40976	-0.49811	lidar	23383.6	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
